temperature,rainfall,humidity,soil_moisture,forecast_rainfall,historical_rainfall,historical_temperature,crop_type,soil_type,water_availability,drought_risk,flood_risk,heat_risk,extreme_rainfall_risk
37.8,0.0,75.4,36.8,3.8,75.2,35.1,Pulses,Alluvial Soil,Adequate,0,0,0,0
34.4,37.2,66.3,23.0,1.5,40.4,35.5,Mustard,Sandy Loam,Low / Moderate Deficit,0,0,0,0
29.2,0.0,52.4,50.7,1.5,151.7,27.2,Maize,Clayey Loam,Saturated,0,0,0,0
33.3,0.0,54.1,19.7,1.2,67.5,33.6,Cotton,Alluvial Soil,Low / Moderate Deficit,1,0,0,0
39.5,0.0,71.7,44.3,53.3,56.5,39.6,Mustard,Black Soil,Adequate,0,1,1,1
32.3,0.0,72.4,47.6,7.3,113.0,33.2,Maize,Black Soil,Saturated,0,0,0,0
19.7,0.0,50.0,22.0,0.2,0.9,19.7,Wheat,Red Soil,Critical Deficit,1,0,0,0
34.2,0.0,66.3,29.7,2.0,43.2,34.9,Maize,Red Soil,Adequate,0,0,0,0
24.7,0.0,72.9,60.2,39.8,210.6,25.7,Soybean,Red Soil,Saturated,0,1,0,0
27.1,0.0,98.0,24.8,0.3,81.8,25.0,Cotton,Sandy Loam,Adequate,0,0,0,0
34.5,0.0,87.9,23.0,13.2,21.7,33.1,Mustard,Red Soil,Adequate,0,0,0,0
28.4,0.0,59.7,25.9,4.9,75.5,28.5,Pulses,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
33.1,0.0,67.7,28.5,2.1,67.3,32.4,Wheat,Clayey Loam,Adequate,0,0,0,0
25.8,0.0,48.1,41.2,0.6,56.1,25.2,Pulses,Black Soil,Adequate,0,0,0,0
34.8,0.0,38.8,47.1,1.8,218.8,35.4,Soybean,Red Soil,Saturated,0,0,0,0
24.8,0.0,59.8,23.9,2.1,41.7,23.1,Maize,Clayey Loam,Adequate,0,0,0,0
24.7,25.3,85.3,13.7,77.6,2.8,23.0,Maize,Clayey Loam,Critical Deficit,1,0,0,1
29.5,0.0,61.3,27.0,1.3,49.4,31.9,Pulses,Clayey Loam,Adequate,0,0,0,0
29.0,0.0,49.6,17.9,2.1,13.1,29.4,Mustard,Sandy Loam,Critical Deficit,1,0,0,0
37.6,0.0,43.4,18.5,0.9,65.2,36.9,Wheat,Alluvial Soil,Adequate,0,0,1,0
26.5,0.0,53.7,41.0,7.6,58.8,30.2,Paddy,Black Soil,Low / Moderate Deficit,0,0,0,0
19.9,0.0,56.8,14.1,6.9,1.3,20.8,Sugarcane,Red Soil,Critical Deficit,1,0,0,0
32.1,0.0,96.3,18.0,22.3,39.9,31.6,Cotton,Clayey Loam,Adequate,0,0,0,0
34.2,0.0,73.2,23.8,8.4,68.3,33.3,Soybean,Clayey Loam,Low / Moderate Deficit,0,0,0,0
34.5,0.0,61.6,38.4,0.2,36.6,33.2,Pulses,Red Soil,Low / Moderate Deficit,0,0,0,0
33.1,0.0,35.2,18.0,0.3,67.1,33.1,Wheat,Sandy Loam,Low / Moderate Deficit,1,0,0,0
24.2,0.0,50.3,30.1,1.6,28.8,22.5,Soybean,Black Soil,Low / Moderate Deficit,0,0,0,0
18.2,0.0,46.5,13.7,6.7,11.2,20.0,Paddy,Black Soil,Critical Deficit,1,0,0,0
36.6,0.0,50.1,27.0,0.2,56.1,37.7,Wheat,Black Soil,Adequate,0,0,1,0
27.5,0.0,74.1,26.2,0.4,55.3,25.6,Mustard,Black Soil,Adequate,0,0,0,0
34.1,0.0,40.6,29.9,2.5,43.1,35.9,Sugarcane,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
39.4,0.0,68.2,32.9,1.1,80.4,39.1,Wheat,Alluvial Soil,Adequate,0,0,1,0
34.6,0.0,42.4,20.1,5.8,48.5,34.3,Maize,Red Soil,Low / Moderate Deficit,1,0,0,0
38.4,14.4,66.6,15.5,48.8,0.2,38.4,Pulses,Clayey Loam,Critical Deficit,1,0,1,0
24.8,0.0,70.1,27.5,14.6,71.3,24.0,Wheat,Sandy Loam,Low / Moderate Deficit,0,0,0,0
33.3,0.0,66.2,35.3,4.1,58.2,31.8,Paddy,Black Soil,Low / Moderate Deficit,0,0,0,0
31.5,0.0,81.5,20.4,8.5,30.7,30.8,Mustard,Sandy Loam,Adequate,0,0,0,0
32.6,0.0,54.5,27.0,0.4,30.7,34.0,Pulses,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
28.0,0.0,90.1,23.4,1.4,52.7,24.7,Mustard,Red Soil,Adequate,0,0,0,0
32.4,0.0,66.4,20.0,5.2,40.6,30.0,Sugarcane,Sandy Loam,Low / Moderate Deficit,1,0,0,0
41.1,0.0,80.9,38.5,19.2,82.3,41.9,Mustard,Black Soil,Adequate,0,0,1,0
30.9,0.0,52.5,16.2,2.1,14.0,29.9,Mustard,Clayey Loam,Critical Deficit,1,0,0,0
34.5,1.1,74.8,39.6,18.2,45.2,33.8,Paddy,Black Soil,Low / Moderate Deficit,0,0,0,0
27.6,0.0,41.5,50.6,0.5,161.8,25.7,Sugarcane,Alluvial Soil,Saturated,0,0,0,0
36.6,0.0,33.4,21.2,7.2,79.1,36.9,Maize,Sandy Loam,Adequate,0,0,1,0
33.9,0.0,43.9,22.2,1.1,47.8,32.9,Paddy,Alluvial Soil,Adequate,0,0,0,0
22.7,0.0,42.7,36.3,0.6,21.9,22.5,Pulses,Clayey Loam,Adequate,0,0,0,0
37.0,49.7,62.1,34.6,2.8,62.9,38.8,Cotton,Black Soil,Adequate,0,0,0,1
33.0,0.0,71.8,16.6,3.0,7.9,32.6,Cotton,Red Soil,Critical Deficit,1,0,0,0
30.6,0.0,53.8,29.1,0.2,75.3,29.7,Cotton,Clayey Loam,Adequate,0,0,0,0
22.6,0.0,87.4,19.4,27.9,72.8,22.7,Soybean,Clayey Loam,Adequate,0,0,0,0
42.0,9.3,80.5,30.9,26.2,40.8,44.1,Mustard,Red Soil,Adequate,0,0,1,0
29.5,15.2,48.4,20.2,12.1,58.5,31.1,Maize,Sandy Loam,Adequate,0,0,0,0
28.8,0.0,52.9,21.0,0.5,79.0,29.9,Soybean,Clayey Loam,Adequate,0,0,0,0
31.8,0.0,74.8,16.5,8.7,4.8,28.3,Sugarcane,Red Soil,Critical Deficit,1,0,0,0
28.7,0.0,78.6,50.9,58.3,108.0,30.4,Soybean,Red Soil,Saturated,0,1,0,1
39.5,0.0,52.7,18.2,4.4,12.5,39.6,Wheat,Black Soil,Critical Deficit,1,0,1,0
23.7,0.0,15.0,33.6,0.1,80.4,23.5,Wheat,Black Soil,Adequate,0,0,0,0
35.3,19.5,70.1,20.3,12.4,5.8,33.8,Wheat,Black Soil,Critical Deficit,1,0,0,0
31.8,0.0,47.8,27.2,0.0,66.1,30.1,Pulses,Red Soil,Low / Moderate Deficit,0,0,0,0
28.6,0.0,66.2,27.6,1.1,46.1,29.8,Paddy,Clayey Loam,Adequate,0,0,0,0
34.5,0.0,35.9,28.6,6.0,52.9,32.2,Pulses,Red Soil,Low / Moderate Deficit,0,0,0,0
38.7,4.1,46.7,52.3,2.0,238.8,40.3,Cotton,Alluvial Soil,Saturated,0,0,1,0
31.3,0.0,55.3,22.0,6.9,11.7,31.6,Pulses,Black Soil,Critical Deficit,0,0,0,0
30.8,0.0,58.5,28.9,0.0,23.8,29.9,Mustard,Red Soil,Adequate,0,0,0,0
25.0,0.0,81.9,22.0,14.2,0.3,24.6,Pulses,Black Soil,Critical Deficit,0,0,0,0
26.7,0.0,55.4,13.7,7.7,5.4,27.3,Mustard,Red Soil,Critical Deficit,1,0,0,0
21.3,0.5,72.4,23.7,7.0,66.8,22.8,Pulses,Clayey Loam,Low / Moderate Deficit,0,0,0,0
30.5,0.0,35.1,26.1,4.9,57.2,29.9,Pulses,Red Soil,Adequate,0,0,0,0
36.2,0.0,61.7,24.0,2.0,41.1,35.7,Pulses,Clayey Loam,Adequate,0,0,0,0
42.0,0.0,51.8,28.7,2.0,60.7,42.6,Paddy,Alluvial Soil,Adequate,0,0,1,0
25.6,0.0,75.6,30.3,31.8,48.8,26.7,Pulses,Black Soil,Adequate,0,0,0,0
25.2,0.0,42.9,18.0,2.6,67.5,25.3,Cotton,Sandy Loam,Low / Moderate Deficit,1,0,0,0
14.0,0.0,59.6,27.3,2.9,37.9,13.2,Cotton,Clayey Loam,Low / Moderate Deficit,0,0,0,0
36.6,0.0,50.2,25.6,0.3,49.6,37.1,Maize,Clayey Loam,Low / Moderate Deficit,0,0,0,0
29.1,0.0,24.3,23.2,1.9,36.6,28.7,Sugarcane,Alluvial Soil,Adequate,0,0,0,0
34.8,0.0,74.3,19.9,54.4,50.3,33.7,Mustard,Red Soil,Adequate,0,0,0,1
35.4,44.4,65.8,18.0,8.7,69.4,34.8,Soybean,Alluvial Soil,Low / Moderate Deficit,1,0,0,0
28.4,1.9,63.5,53.8,0.0,160.2,28.5,Sugarcane,Alluvial Soil,Saturated,0,0,0,0
33.7,0.0,52.4,55.0,2.5,101.7,30.8,Sugarcane,Clayey Loam,Saturated,0,0,0,0
28.3,21.4,75.2,34.7,4.5,73.7,29.5,Pulses,Sandy Loam,Adequate,0,0,0,0
22.4,0.0,62.4,12.0,1.7,3.8,24.8,Soybean,Red Soil,Critical Deficit,1,0,0,0
20.3,0.0,53.3,23.1,3.3,43.1,16.7,Mustard,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
29.1,0.0,60.8,49.7,6.2,211.3,28.7,Maize,Alluvial Soil,Saturated,0,0,0,0
22.5,0.0,69.4,16.3,2.4,12.6,22.4,Pulses,Black Soil,Critical Deficit,1,0,0,0
36.6,0.0,92.1,36.6,26.5,72.1,36.5,Maize,Black Soil,Adequate,0,0,0,0
38.9,5.3,40.1,18.0,3.8,29.8,38.1,Cotton,Sandy Loam,Adequate,0,0,1,0
26.5,0.0,56.7,30.6,0.1,81.7,29.5,Wheat,Black Soil,Adequate,0,0,0,0
41.3,3.9,57.0,13.6,0.7,8.6,42.2,Soybean,Sandy Loam,Critical Deficit,1,0,1,0
37.7,0.0,60.6,44.2,1.7,70.5,39.3,Mustard,Black Soil,Adequate,0,0,1,0
24.2,0.0,69.5,13.7,3.7,9.8,22.9,Paddy,Clayey Loam,Critical Deficit,1,0,0,0
25.7,0.0,68.6,26.9,2.2,53.7,24.7,Paddy,Clayey Loam,Adequate,0,0,0,0
23.7,0.0,43.9,29.9,1.4,64.5,22.0,Mustard,Red Soil,Adequate,0,0,0,0
41.1,0.0,82.4,24.9,56.3,66.9,41.0,Soybean,Alluvial Soil,Low / Moderate Deficit,0,0,1,1
38.3,0.0,97.0,18.3,41.9,60.7,39.9,Pulses,Clayey Loam,Adequate,0,0,1,1
22.9,0.0,98.0,15.6,1.8,5.3,21.6,Sugarcane,Clayey Loam,Critical Deficit,1,0,0,0
34.8,0.0,67.4,26.6,0.6,48.9,33.5,Cotton,Clayey Loam,Adequate,0,0,0,0
31.1,0.0,39.2,19.1,4.0,31.9,32.1,Sugarcane,Alluvial Soil,Low / Moderate Deficit,1,0,0,0
29.0,5.9,63.9,21.2,0.4,28.7,29.3,Wheat,Red Soil,Adequate,0,0,0,0
32.9,0.0,91.8,35.6,26.3,48.4,31.4,Paddy,Black Soil,Adequate,0,0,0,0
21.7,0.0,51.3,29.3,2.0,43.9,21.4,Paddy,Red Soil,Low / Moderate Deficit,0,0,0,0
32.7,0.0,78.1,35.2,10.2,45.9,34.3,Mustard,Black Soil,Adequate,0,0,0,0
18.1,0.0,47.9,18.0,1.7,64.1,18.0,Maize,Sandy Loam,Low / Moderate Deficit,1,0,0,0
32.6,5.7,74.3,52.4,6.0,228.7,36.4,Cotton,Clayey Loam,Saturated,0,0,0,0
26.1,0.0,72.3,16.5,7.3,2.8,27.6,Maize,Sandy Loam,Critical Deficit,1,0,0,0
17.3,0.0,57.3,14.0,4.1,10.8,18.9,Mustard,Clayey Loam,Critical Deficit,1,0,0,0
24.3,0.0,77.0,49.0,13.9,223.7,22.1,Wheat,Red Soil,Saturated,0,0,0,0
26.7,0.0,59.8,14.4,5.3,13.1,28.0,Soybean,Red Soil,Critical Deficit,1,0,0,0
25.7,0.0,74.6,51.5,30.4,195.9,26.6,Paddy,Sandy Loam,Saturated,0,1,0,0
22.0,0.0,56.1,17.8,2.3,10.0,23.2,Mustard,Black Soil,Critical Deficit,1,0,0,0
20.3,0.0,40.1,32.3,1.0,81.8,20.7,Mustard,Black Soil,Adequate,0,0,0,0
39.9,0.0,71.2,29.0,30.6,20.1,42.3,Mustard,Black Soil,Low / Moderate Deficit,0,0,1,0
25.0,0.0,91.7,17.5,18.4,13.4,26.1,Cotton,Red Soil,Critical Deficit,1,0,0,0
24.0,0.0,69.3,56.6,7.0,120.1,22.2,Wheat,Black Soil,Saturated,0,0,0,0
24.3,0.0,50.1,33.1,1.5,40.8,21.9,Mustard,Black Soil,Adequate,0,0,0,0
36.6,0.0,56.6,52.6,0.5,194.1,39.5,Cotton,Clayey Loam,Saturated,0,0,0,0
31.5,0.0,67.2,33.1,2.8,41.2,31.7,Sugarcane,Black Soil,Adequate,0,0,0,0
29.7,0.0,52.5,20.7,1.7,64.8,28.9,Maize,Clayey Loam,Adequate,0,0,0,0
36.3,39.8,72.6,17.5,21.1,2.8,37.1,Pulses,Sandy Loam,Critical Deficit,1,0,0,0
31.2,0.0,56.5,18.7,5.5,63.6,29.5,Maize,Clayey Loam,Low / Moderate Deficit,1,0,0,0
27.8,0.0,75.4,25.4,20.6,53.6,29.3,Paddy,Clayey Loam,Low / Moderate Deficit,0,0,0,0
43.9,0.0,70.9,29.6,2.5,40.3,45.1,Wheat,Alluvial Soil,Low / Moderate Deficit,0,0,1,0
26.1,0.0,67.7,15.7,2.6,12.7,24.5,Soybean,Black Soil,Critical Deficit,1,0,0,0
26.6,14.8,65.3,21.4,29.7,20.4,28.3,Mustard,Sandy Loam,Adequate,0,0,0,0
28.4,0.0,48.5,21.3,1.0,29.4,28.6,Soybean,Red Soil,Adequate,0,0,0,0
27.0,0.0,62.8,26.0,0.6,80.3,25.6,Soybean,Alluvial Soil,Adequate,0,0,0,0
38.3,0.0,57.0,18.0,9.6,76.8,36.6,Soybean,Red Soil,Low / Moderate Deficit,1,0,1,0
33.4,20.2,89.0,13.2,3.6,0.7,30.3,Maize,Clayey Loam,Critical Deficit,1,0,0,0
29.1,0.0,40.9,62.8,6.6,197.1,30.3,Maize,Alluvial Soil,Saturated,0,0,0,0
28.2,15.5,60.7,20.4,68.8,12.6,28.4,Cotton,Clayey Loam,Critical Deficit,1,0,0,1
32.7,0.0,56.1,33.1,4.2,48.4,33.8,Maize,Clayey Loam,Low / Moderate Deficit,0,0,0,0
35.4,0.0,35.1,19.2,1.0,7.5,34.9,Wheat,Alluvial Soil,Critical Deficit,1,0,1,0
33.9,2.9,62.8,29.1,5.8,37.5,34.8,Maize,Black Soil,Adequate,0,0,0,0
25.7,0.0,53.8,50.2,3.8,93.3,26.7,Pulses,Clayey Loam,Saturated,0,0,0,0
14.0,0.0,36.4,20.5,2.7,1.1,15.8,Cotton,Black Soil,Critical Deficit,1,0,0,0
39.5,0.0,49.0,24.0,5.8,56.4,40.2,Pulses,Alluvial Soil,Adequate,0,0,1,0
32.0,0.0,55.3,34.5,1.8,44.9,33.3,Cotton,Sandy Loam,Adequate,0,0,0,0
25.6,0.0,58.2,19.4,5.2,7.4,26.2,Soybean,Black Soil,Critical Deficit,1,0,0,0
36.5,0.0,40.6,18.0,1.1,46.7,36.3,Pulses,Clayey Loam,Adequate,0,0,0,0
20.3,15.4,47.4,28.1,12.9,48.0,19.6,Maize,Black Soil,Low / Moderate Deficit,0,0,0,0
43.8,0.0,93.6,32.6,12.2,23.5,44.0,Sugarcane,Black Soil,Adequate,0,0,1,0
27.0,0.0,70.1,12.7,9.5,7.6,26.5,Paddy,Alluvial Soil,Critical Deficit,1,0,0,0
37.2,0.0,59.4,28.1,2.0,57.5,36.7,Pulses,Red Soil,Adequate,0,0,0,0
27.3,0.0,83.1,31.1,53.1,23.2,23.7,Paddy,Red Soil,Adequate,0,0,0,1
25.5,9.5,66.5,29.9,3.1,25.2,26.3,Cotton,Black Soil,Adequate,0,0,0,0
26.4,0.0,69.0,24.8,4.4,37.1,27.9,Paddy,Black Soil,Adequate,0,0,0,0
19.2,0.0,79.7,18.3,11.3,2.5,19.6,Pulses,Red Soil,Critical Deficit,1,0,0,0
22.6,1.5,83.4,54.3,29.5,236.2,23.3,Cotton,Sandy Loam,Saturated,0,1,0,0
34.8,0.0,46.1,55.6,0.9,239.7,37.2,Pulses,Sandy Loam,Saturated,0,0,0,0
23.6,5.7,28.2,33.3,4.9,49.1,24.5,Maize,Red Soil,Adequate,0,0,0,0
35.5,0.0,51.4,17.2,3.2,13.7,34.3,Mustard,Sandy Loam,Critical Deficit,1,0,0,0
30.7,0.0,67.3,19.1,1.0,4.6,32.1,Paddy,Alluvial Soil,Critical Deficit,1,0,0,0
28.7,31.0,44.3,50.4,2.4,197.7,28.9,Paddy,Clayey Loam,Saturated,0,1,0,0
15.2,0.0,70.0,30.6,4.9,33.4,13.8,Cotton,Clayey Loam,Adequate,0,0,0,0
23.1,0.0,98.0,18.0,6.0,71.6,25.2,Pulses,Red Soil,Adequate,0,0,0,0
34.1,0.0,52.0,19.4,10.8,66.0,33.9,Cotton,Clayey Loam,Adequate,0,0,0,0
35.8,0.0,71.2,34.3,10.2,55.9,33.4,Paddy,Black Soil,Low / Moderate Deficit,0,0,0,0
17.5,0.0,55.8,18.0,2.5,67.6,15.3,Pulses,Sandy Loam,Adequate,0,0,0,0
38.3,0.0,92.2,30.1,16.6,33.9,37.7,Maize,Black Soil,Adequate,0,0,1,0
32.4,0.0,62.5,47.6,0.2,83.4,30.3,Sugarcane,Black Soil,Low / Moderate Deficit,0,0,0,0
39.0,0.0,50.1,54.4,0.9,151.8,40.0,Paddy,Clayey Loam,Saturated,0,0,1,0
29.5,17.7,69.2,53.2,28.9,92.9,28.9,Paddy,Sandy Loam,Saturated,0,1,0,0
24.6,13.6,74.6,19.7,8.6,62.6,25.0,Soybean,Sandy Loam,Adequate,0,0,0,0
46.1,0.0,74.5,22.6,16.1,40.2,46.6,Cotton,Clayey Loam,Adequate,0,0,1,0
35.9,0.0,55.5,35.3,1.5,66.1,35.1,Maize,Black Soil,Low / Moderate Deficit,0,0,0,0
23.2,0.0,45.2,49.8,5.2,203.9,24.0,Soybean,Red Soil,Saturated,0,0,0,0
25.6,0.0,98.0,34.2,32.0,32.9,27.4,Sugarcane,Red Soil,Low / Moderate Deficit,0,0,0,0
27.6,4.6,73.0,52.1,10.4,122.8,28.0,Paddy,Sandy Loam,Saturated,0,0,0,0
25.8,7.8,66.5,35.4,4.3,56.9,26.9,Maize,Alluvial Soil,Adequate,0,0,0,0
29.0,0.0,70.8,19.9,7.4,31.3,28.3,Mustard,Red Soil,Adequate,0,0,0,0
25.3,21.0,84.7,26.9,96.2,72.3,25.5,Mustard,Clayey Loam,Low / Moderate Deficit,0,0,0,1
34.2,0.0,23.5,29.2,0.4,33.2,37.9,Wheat,Clayey Loam,Low / Moderate Deficit,0,0,0,0
29.1,0.0,42.5,42.5,7.2,49.5,30.4,Maize,Black Soil,Adequate,0,0,0,0
28.3,0.0,61.8,28.8,4.7,33.3,29.6,Pulses,Clayey Loam,Adequate,0,0,0,0
27.7,0.0,45.3,55.7,2.1,95.6,27.6,Sugarcane,Black Soil,Saturated,0,0,0,0
37.8,0.0,31.6,28.5,1.3,68.2,41.6,Paddy,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
35.4,0.0,28.7,38.0,1.7,65.1,35.4,Paddy,Black Soil,Adequate,0,0,0,0
32.0,0.0,66.2,21.8,3.6,3.6,27.7,Sugarcane,Clayey Loam,Critical Deficit,1,0,0,0
34.5,0.0,71.8,18.8,106.6,14.2,35.1,Maize,Sandy Loam,Critical Deficit,1,0,0,1
33.7,0.0,67.7,19.1,0.4,48.7,34.7,Sugarcane,Red Soil,Low / Moderate Deficit,1,0,0,0
29.4,0.0,80.0,23.2,24.2,71.1,31.4,Soybean,Clayey Loam,Low / Moderate Deficit,0,0,0,0
14.0,0.0,40.4,46.8,5.2,164.8,14.3,Pulses,Sandy Loam,Saturated,0,0,0,0
42.9,0.0,51.5,36.0,0.2,32.8,44.6,Maize,Black Soil,Low / Moderate Deficit,0,0,1,0
26.1,30.2,60.8,23.4,3.6,53.6,23.8,Soybean,Red Soil,Adequate,0,0,0,0
33.1,3.1,82.8,33.8,14.4,57.7,32.2,Wheat,Sandy Loam,Adequate,0,0,0,0
32.4,0.0,33.9,28.0,2.2,75.4,30.9,Soybean,Alluvial Soil,Adequate,0,0,0,0
23.7,0.0,78.5,20.7,78.2,24.2,24.5,Soybean,Sandy Loam,Low / Moderate Deficit,1,0,0,1
27.0,0.0,80.9,22.5,47.4,74.1,28.5,Sugarcane,Red Soil,Adequate,0,0,0,0
15.7,0.0,63.5,21.1,11.8,28.7,12.6,Soybean,Clayey Loam,Adequate,0,0,0,0
33.1,0.0,47.5,29.5,1.9,47.2,33.5,Sugarcane,Sandy Loam,Adequate,0,0,0,0
29.9,0.0,28.6,32.3,0.6,63.5,28.6,Wheat,Sandy Loam,Adequate,0,0,0,0
24.1,21.0,92.4,29.0,20.8,27.5,25.7,Pulses,Red Soil,Adequate,0,0,0,0
22.4,0.0,87.7,30.0,10.0,84.7,21.5,Pulses,Red Soil,Adequate,0,0,0,0
18.8,4.5,63.3,18.0,1.0,76.8,18.5,Soybean,Clayey Loam,Adequate,0,0,0,0
26.8,0.0,67.8,15.4,2.0,4.7,25.4,Maize,Alluvial Soil,Critical Deficit,1,0,0,0
30.5,0.0,61.2,19.2,6.1,47.7,28.6,Paddy,Sandy Loam,Adequate,0,0,0,0
19.5,0.0,47.5,37.8,10.8,20.0,18.4,Cotton,Black Soil,Adequate,0,0,0,0
24.8,0.0,49.4,47.5,3.7,130.4,26.5,Maize,Sandy Loam,Saturated,0,0,0,0
37.1,0.0,57.4,51.0,1.7,176.0,35.4,Cotton,Clayey Loam,Saturated,0,0,0,0
39.5,0.0,34.7,11.7,0.3,8.7,37.0,Mustard,Black Soil,Critical Deficit,1,0,1,0
29.5,0.0,78.0,31.2,22.0,62.8,30.4,Wheat,Sandy Loam,Adequate,0,0,0,0
27.0,0.0,81.5,12.9,2.5,6.1,29.7,Pulses,Sandy Loam,Critical Deficit,1,0,0,0
33.7,41.0,69.2,15.9,26.7,8.1,35.3,Sugarcane,Alluvial Soil,Critical Deficit,1,0,0,0
19.7,0.0,52.9,19.0,1.5,76.0,18.3,Wheat,Sandy Loam,Low / Moderate Deficit,1,0,0,0
22.3,3.1,77.8,22.8,9.4,70.4,22.8,Maize,Red Soil,Adequate,0,0,0,0
25.1,0.0,52.1,12.3,2.8,0.0,22.5,Cotton,Clayey Loam,Critical Deficit,1,0,0,0
29.0,0.0,38.6,29.4,3.5,77.0,27.0,Maize,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
35.3,0.0,62.8,25.4,11.9,61.9,37.7,Pulses,Clayey Loam,Adequate,0,0,0,0
31.4,0.0,60.7,31.5,5.4,36.9,33.1,Maize,Black Soil,Low / Moderate Deficit,0,0,0,0
32.4,0.0,55.3,16.7,11.5,14.2,34.4,Mustard,Red Soil,Critical Deficit,1,0,0,0
28.3,0.0,82.2,8.9,7.7,6.6,30.8,Paddy,Red Soil,Critical Deficit,1,0,0,0
26.3,0.0,49.5,24.1,0.8,49.2,28.1,Pulses,Black Soil,Low / Moderate Deficit,0,0,0,0
18.2,12.4,33.3,35.6,20.2,31.5,19.0,Mustard,Sandy Loam,Adequate,0,0,0,0
21.0,7.1,59.8,26.8,0.5,29.3,23.7,Pulses,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
32.3,0.0,38.8,21.5,2.6,34.5,31.9,Sugarcane,Clayey Loam,Low / Moderate Deficit,1,0,0,0
22.5,13.2,75.1,35.6,23.3,50.6,23.2,Wheat,Black Soil,Adequate,0,0,0,0
26.9,5.5,77.1,52.1,17.6,100.8,29.4,Paddy,Black Soil,Saturated,0,1,0,0
35.8,0.0,37.5,25.5,6.6,64.9,37.6,Mustard,Clayey Loam,Low / Moderate Deficit,0,0,0,0
36.9,0.0,78.9,37.5,71.4,63.3,38.6,Maize,Black Soil,Low / Moderate Deficit,0,0,0,1
33.3,0.0,46.8,26.1,1.8,45.4,33.2,Mustard,Alluvial Soil,Adequate,0,0,0,0
40.2,0.0,87.8,25.1,14.1,52.8,39.2,Cotton,Red Soil,Adequate,0,0,1,0
22.5,0.0,68.1,20.7,0.6,33.6,20.8,Sugarcane,Sandy Loam,Adequate,0,0,0,0
24.9,0.0,45.1,30.3,0.2,75.0,25.0,Mustard,Clayey Loam,Low / Moderate Deficit,0,0,0,0
24.0,5.9,82.9,19.3,36.9,4.8,23.2,Paddy,Sandy Loam,Critical Deficit,1,0,0,0
28.0,0.0,59.4,23.1,0.6,82.7,26.8,Maize,Clayey Loam,Adequate,0,0,0,0
17.8,0.0,36.2,24.6,2.1,69.6,16.2,Mustard,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
39.6,0.0,65.9,18.0,0.7,63.3,39.7,Mustard,Sandy Loam,Adequate,0,0,1,0
21.1,25.6,75.6,18.0,9.4,60.8,20.7,Pulses,Red Soil,Adequate,0,0,0,0
34.1,0.0,18.7,26.1,2.6,20.5,33.3,Soybean,Alluvial Soil,Adequate,0,0,0,0
46.0,0.0,61.7,31.7,0.2,35.7,46.3,Wheat,Clayey Loam,Adequate,0,0,1,0
31.4,0.0,62.2,22.1,1.7,64.8,31.4,Cotton,Alluvial Soil,Adequate,0,0,0,0
41.5,0.0,81.0,26.9,42.5,20.8,43.0,Sugarcane,Clayey Loam,Adequate,0,0,1,0
41.6,0.0,75.3,27.3,62.3,20.3,40.3,Soybean,Clayey Loam,Adequate,0,0,1,1
28.3,0.0,47.9,18.0,0.7,22.2,31.4,Paddy,Alluvial Soil,Adequate,0,0,0,0
35.7,0.0,79.3,29.6,2.6,83.7,34.9,Soybean,Sandy Loam,Low / Moderate Deficit,0,0,0,0
27.5,0.0,44.9,24.0,0.2,79.3,28.3,Mustard,Sandy Loam,Adequate,0,0,0,0
39.6,0.0,84.4,26.7,24.8,67.6,39.6,Paddy,Sandy Loam,Low / Moderate Deficit,0,0,1,0
28.5,0.0,64.2,21.8,2.8,76.0,29.0,Mustard,Alluvial Soil,Adequate,0,0,0,0
40.8,16.2,60.3,20.2,47.0,47.4,40.4,Paddy,Clayey Loam,Low / Moderate Deficit,1,0,1,0
27.3,0.0,53.3,18.8,0.2,69.1,29.5,Pulses,Alluvial Soil,Adequate,0,0,0,0
35.9,0.0,49.5,18.0,0.7,45.9,36.6,Sugarcane,Sandy Loam,Adequate,0,0,0,0
22.4,0.0,39.2,19.2,5.7,4.0,22.9,Pulses,Alluvial Soil,Critical Deficit,1,0,0,0
30.2,0.0,55.4,17.5,2.7,1.0,32.6,Pulses,Red Soil,Critical Deficit,1,0,0,0
27.7,0.0,56.3,19.6,2.4,9.7,26.3,Cotton,Sandy Loam,Critical Deficit,1,0,0,0
37.7,0.0,85.1,19.4,0.3,81.3,39.9,Sugarcane,Clayey Loam,Low / Moderate Deficit,1,0,0,0
25.3,0.0,48.3,16.4,1.9,2.5,22.5,Wheat,Clayey Loam,Critical Deficit,1,0,0,0
35.0,0.0,40.4,8.8,2.5,2.4,36.2,Cotton,Clayey Loam,Critical Deficit,1,0,0,0
25.8,5.3,56.0,35.6,0.2,37.7,25.4,Maize,Black Soil,Adequate,0,0,0,0
31.1,0.0,25.2,10.4,2.5,10.7,29.7,Paddy,Sandy Loam,Critical Deficit,1,0,0,0
